Alabama,Birmingham,-9662444.66218514,3965564.0232335,-86.79921722,33.52774048
Alabama,Huntsville,-9643354.0897512,4124141.37385543,-86.62772369,34.70705032
Alabama,Mobile,-9806018.03144648,3590930.37641806,-88.08895874,30.67745018
Alabama,Montgomery,-9605122.83664093,3809921.65086676,-86.2842865,32.35440063
Alaska,Anchorage,-16683910.3329056,8677523.44069213,-149.874116509287,61.2243638610513
Alaska,Annette,-14637119.7701403,7397352.33617174,-131.487484050051,55.1824273095678
Alaska,Barrow,-17441754.0086637,11503176.0468174,-156.681942078355,71.2929089133571
Alaska,Bethel,-18006422.7192526,8583332.42658117,-161.754447410216,60.814407784344
Alaska,Bettles,-16751724.3288914,10132367.052974,-150.4833,66.9167
Alaska,Big Delta,-16237441.1431245,9389138.82598353,-145.863415538599,64.1546260437045
Alaska,Cold Bay,-18126997.6016324,7407074.70771738,-162.837590007443,55.2322628317602
Alaska,Fairbanks,-16424203.7941508,9574130.14719143,-147.541132977795,64.8696879171768
Alaska,Gulkana,-16184743.1793999,8923552.21188786,-145.390021676041,62.2704276267263
Alaska,King Salmon,-17450526.8723777,8114900.34086213,-156.760750053953,58.6956798954197
Alaska,Kodiak,-17192161.4468944,7877976.39685708,-154.439813947956,57.5721731974715
Alaska,Kotzebue,-18089546.5395931,10128288.9494614,-162.501161393078,66.90233263036
Alaska,McGrath,-17317842.8240686,9088335.96189931,-155.568828968404,62.9513672265677
Alaska,Nome,-18410576.4664253,9482407.31095364,-165.38502229241,64.5174841489174
Alaska,St. Paul Island,-18956933.7356686,7797332.58738597,-170.293033147921,57.1816268473671
Alaska,Talkeetna,-16686791.6699117,8930630.66920175,-149.9,62.3
Alaska,Yakutat,-15556295.1933259,8301198.05011422,-139.744577364397,59.554431067938
Arizona,Flagstaff,-12425458.9422247,4189596.69043003,-111.6197968,35.18901062
Arizona,Phoenix,-12475731.5701075,3967541.70555506,-112.0714035,33.54254913
Arizona,Prescott,-12517776.1848076,4106411.06164916,-112.4490967,34.57601166
Arizona,Tucson,-12344407.6551241,3789042.56206989,-110.8917007,32.19581985
Arkansas,Fort Smith,-10506861.5004709,4213983.70772849,-94.38474274,35.36785126
Arkansas,Little Rock,-10280808.3311774,4126220.20345146,-92.35407257,34.72240067
California,Arcata,-13812622.838942,4992869.25169504,-124.0809021,40.86785126
California,Bakersfield,-13247531.5297169,4212598.06869849,-119.0046005,35.35770035
California,Daggett,-12825864.3748814,4145780.92927059,-115.2167,34.8667
California,Fresno,-13335284.6397815,4408569.42822581,-119.7929001,36.7806015
California,Long Beach,-13153488.5122002,4000491.34819239,-118.1597977,33.78889847
California,Los Angeles,-13181474.6551997,4043864.09166303,-118.4112015,34.11209869
California,Sacramento,-13521689.0714551,4659814.93174416,-121.4673996,38.56684875
California,San Diego,-13039497.9658851,3870767.22384739,-117.1358032,32.81494904
California,San Francisco,-13641780.9834008,4558739.65559347,-122.5462036,37.85342026
California,Santa Maria,-13406974.0801578,4155327.16912824,-120.4368973,34.93703079
Colorado,Alamosa,-11592065.9306232,4502017.98271716,-104.1333,37.45
Colorado,Boulder,-11716487.6698231,4869848.93862005,-105.2509995,40.02687836
Colorado,Colorado Springs,-11661819.0575127,4702095.2097743,-104.759903,38.86320114
Colorado,Eagle,-11697819.4468768,4815210.82627579,-105.0833,39.65
Colorado,Grand Junction,-12084053.797036,4734184.18109587,-108.5529022,39.08729935
Colorado,Pueblo,-11646356.691186,4618141.38800301,-104.6210022,38.27354813
Connecticut,Bridgeport,-8148165.13355251,5039862.97336981,-73.19621277,41.18632126
Connecticut,Hartford,-8091131.2202865,5125946.99140933,-72.68386841,41.76570129
Delaware,Wilmington,-8407955.90759989,4827589.96506514,-75.529953,39.735569
Florida,Daytona Beach,-9022744.02237777,3400136.67599615,-81.0526886,29.19223976
Florida,Jacksonville,-9090092.68834119,3546626.13148571,-81.65769196,30.33455086
Florida,Key West,-9103174.46064067,2822144.08421207,-81.77520752,24.56283951
Florida,Miami,-8929031.37661942,2971323.02534253,-80.21085358,25.7756691
Florida,Tallahassee,-9382162.81966169,3562429.32683634,-84.28140259,30.45700073
Florida,Tampa,-9181867.23059537,3243805.56374518,-82.4821167,27.95899963
Florida,West Palm Beach,-8919610.93688117,3091985.37348002,-80.12622833,26.74769974
Georgia,Athens,-9283344.18040519,4022801.40311913,-83.39369965,33.95529938
Georgia,Atlanta,-9397879.97069941,3997009.72326563,-84.42259216,33.76290131
Georgia,Augusta,-9127640.25498763,3956168.28643034,-81.99498749,33.45735168
Georgia,Columbus,-9448238.38360824,3830537.7577868,-84.87496948,32.51071167
Georgia,Macon,-9312636.54742285,3873655.25341524,-83.65683746,32.83675003
Georgia,Savannah,-9031534.28025225,3766508.76727306,-81.13165283,32.02436066
Hawaii,Hilo,-17264472.2993679,2241307.55873467,-155.089393387803,19.73198335739
Hawaii,Honolulu,-17574661.5318519,2429427.71320611,-157.8758706729,21.3145720391394
Hawaii,Kahului,-17419148.8708222,2381770.60740668,-156.478876670129,20.9152054193363
Hawaii,Lihue,-17737698.9990605,2523905.83522955,-159.340461159676,22.1030809072141
Idaho,Boise,-12938229.9460616,5404770.98551522,-116.2260971,43.60665131
Idaho,Pocatello,-12519935.9499082,5293148.57516364,-112.4684982,42.87620926
Illinois,Chicago,-9761045.88111778,5136601.69891758,-87.68496704,41.83705139
Illinois,Moline,-10073167.1440603,5084159.24197709,-90.48880005,41.48509979
Illinois,Peoria,-9975253.0090624,4974795.9069011,-89.60922241,40.74496078
Illinois,Rockford,-9914464.33946571,5201555.73753983,-89.0631485,42.27030182
Illinois,Springfield,-9979197.15992194,4834230.8295517,-89.64465332,39.78142929
Indiana,Evansville,-9745275.22325361,4577186.97147151,-87.54329681,37.98414993
Indiana,Fort Wayne,-9477632.66807249,5023225.79755134,-85.13902283,41.07374954
Indiana,Indianapolis,-9589749.65169781,4833502.56027606,-86.14618683,39.77640152
Indiana,South Bend,-9603053.94052744,5112464.46192011,-86.26570129,41.6753006
Iowa,Des Moines,-10421442.2714358,5097786.54650254,-93.61740875,41.57674026
Iowa,Mason City,-10374806.342224,5335035.85457915,-93.19847107,43.15134048
Iowa,Sioux City,-10730525.5876259,5236196.24632351,-96.39395142,42.50014877
Iowa,Waterloo,-10280472.8576468,5234913.06854473,-92.35105896,42.49164963
Kansas,Dodge City,-11133663.8113677,4545388.35072661,-100.0154037,37.75865936
Kansas,Goodland,-11165344.9265653,4774335.14955787,-100.3,39.3667
Kansas,Topeka,-10652384.8621581,4727101.7368459,-95.69200134,39.03789902
Kansas,Wichita,-10836136.081711,4535352.69038084,-97.34266663,37.68735123
Kentucky,Covington,-9408093.65643113,4726948.65694764,-84.51434326,39.0368309
Kentucky,Lexington,-9284045.53215902,4584131.05465993,-83.4,38.0333
Kentucky,Louisville,-9544661.99626545,4611224.35658191,-85.74115753,38.22475052
Louisiana,Baton Rouge,-10144105.8023761,3561392.38736304,-91.12605286,30.44897079
Louisiana,Lake Charles,-10375300.6352722,3530681.50847643,-93.20291138,30.21084976
Louisiana,New Orleans,-10011113.0167562,3512016.96835549,-89.93135834,30.0658493
Louisiana,Shreveport,-10441524.8274369,3825369.30530425,-93.79781342,32.47154999
Maine,Caribou,-7567866.33844635,5920343.19687668,-67.9833,46.8667
Maine,Portland,-7819480.81612002,5415674.99482385,-70.24359131,43.67753601
Maryland,Baltimore,-8528255.0507965,4764850.68552379,-76.61061859,39.30080032
Massachusetts,Boston,-7905675.45553984,5211448.62973958,-71.01789093,42.33602905
Massachusetts,Worchester,-7994603.61736547,5201757.36685236,-71.8167461995661,42.2716421067625
Michigan,Alpena,-9288225.95863777,5632986.5901478,-83.43755341,45.07278061
Michigan,Detroit,-9250894.96294746,5218539.62799753,-83.10220337,42.3830986
Michigan,Flint,-9316640.14956965,5315450.50300838,-83.69280243,43.02285004
Michigan,Grand Rapids,-9535151.5313418,5306075.60765065,-85.65572357,42.96125031
Michigan,Houghton,-9867304.1044612,5958719.92788778,-88.6395009009278,47.1018834410214
Michigan,Lansing,-9412507.4709015,5267798.02082645,-84.55399323,42.70909882
Michigan,Muskegon,-9601921.82353246,5346671.74121167,-86.25553131,43.22755051
Michigan,Sault Ste. Marie,-9391520.41064183,5857324.78446548,-84.36546326,46.47826004
Michigan,Traverse City,-9529270.97571352,5582943.83162626,-85.60289764,44.75442886
Minnesota,Duluth,-10254526.7333717,5906404.10559537,-92.11798096,46.78102112
Minnesota,International Falls,-10310043.8829534,6201656.72216795,-92.6167,48.5667
Minnesota,Minneapolis,-10382418.6205865,5615517.42337248,-93.26685333,44.96184921
Minnesota,Rochester,-10294347.8770529,5467554.63897034,-92.47570038,44.01364899
Minnesota,Saint Cloud,-10456607.1245318,5708527.33860456,-93.9333,45.55
Mississippi,Jackson,-10041862.7841133,3805455.07469114,-90.2075882,32.32049942
Mississippi,Meridian,-9875430.4973171,3813410.33409593,-88.71250153,32.38087082
Missouri,Columbia,-10277761.0413802,4715099.14571123,-92.3266983,38.95410156
Missouri,Kansas City,-10525481.5599263,4739206.69616249,-94.55200958,39.12231064
Missouri,Springfield,-10384561.405012,4466490.12030583,-93.28610229,37.19620132
Missouri,St. Louis,-10045949.6165038,4669672.3011157,-90.24430084,38.63605118
Montana,Billings,-12082450.3176948,5746983.8521252,-108.5384979,45.79140091
Montana,Cut Bank,-12426962.1115727,6207260.30817525,-111.6333,48.6
Montana,Glasgow,-11731215.2941148,6142982.00871998,-105.3833,48.2167
Montana,Great Falls,-12388813.3228281,6024862.88632356,-111.2906036,47.50479889
Montana,Helena,-12470053.9977783,5876462.66697578,-112.020401,46.59651947
Montana,Kalispell,-12725710.37373,6140085.53335903,-114.3170013,48.19935989
Montana,Lewistown,-12083730.7256098,5950239.16720148,-108.55,47.05
Montana,Miles City,-11592065.9306232,5850059.83166186,-104.1333,46.4333
Montana,Missoula,-12691267.8561118,5920677.23270968,-114.0075989,46.86875153
Nebraska,Grand Island,-10950036.5961615,5000818.32006465,-98.36585236,40.92182922
Nebraska,Norfolk,-10844564.5378821,5166114.49282485,-97.41838074,42.03427124
Nebraska,North Platte,-11217865.150627,5031971.55547152,-100.7717972,41.13294983
Nebraska,Omaha,-10687978.1895401,5051345.23877821,-96.01174164,41.26390076
